user_id,current_role,years_experience,industry,skills,education_level,next_role,skills_to_learn,current_salary_LPA,predicted_salary_LPA
U8090,IT Support Specialist,15,Healthcare,,Bachelors,Desktop Support Engineer,"Machine Learning, Python, React, SQL, Security",21.7,24.27
U9726,IT Support Specialist,7,Healthcare,,Bachelors,System Support Engineer,"Cloud, Docker, Kubernetes, Python, Security",36.3,40.9
U9853,IT Support Specialist,10,Telecom,,Bachelors,Desktop Support Engineer,"Data Structures, Java, Kubernetes, Linux, Testing",19.1,22.28
U7252,IT Support Specialist,1,Automotive,,Bachelors,Technical Support Engineer,"Data Structures, Docker, Node.js, SQL, Testing",30.6,33.9
U9873,IT Support Specialist,0,Finance,,Bachelors,Help Desk Technician,"Customer Service, Networking Basics, Operating Systems",3.72,4.57
U1103,IT Support Specialist,14,Retail,,Bachelors,Technical Support Engineer,"DevOps, Docker, Machine Learning, React, Testing",69.6,80.44
U3981,IT Support Specialist,4,Technology,,Bachelors,Technical Support Engineer,"Cloud, Java, Kubernetes, SQL, Testing",17.9,21.69
U6605,IT Support Specialist,9,Technology,,Masters,System Support Engineer,"Docker, Machine Learning, Node.js, Python, Testing",7.5,8.47
U6416,IT Support Specialist,2,Education,,Bachelors,Help Desk Technician,"Java, Kubernetes, Linux, Security, Testing",25.8,32.1
U8574,IT Support Specialist,5,Healthcare,,Masters,System Support Engineer,"Docker, Java, Linux, Machine Learning, Security",35.5,42.48
U1684,IT Support Specialist,5,Automotive,,Masters,Desktop Support Engineer,"DevOps, Kubernetes, Node.js, React, Security",29.1,34.01
U1633,IT Support Specialist,2,Healthcare,,Bachelors,Help Desk Technician,"Data Structures, Linux, Machine Learning, Security, Testing",30.9,34.69
U5677,IT Support Specialist,8,Finance,,Bachelors,Help Desk Technician,"Cloud, DevOps, Docker, Java, Machine Learning",38.6,46.91
U9436,IT Support Specialist,12,Technology,,Bachelors,System Support Engineer,"Docker, Kubernetes, React, Security, Testing",11.2,14.0
U9918,IT Support Specialist,14,Finance,,Bachelors,Technical Support Engineer,"Data Structures, Machine Learning, React, SQL, Testing",30.2,37.41
U4918,IT Support Specialist,7,Education,,Bachelors,System Support Engineer,"Cloud, Docker, Java, Linux, Machine Learning",39.5,49.29
U1393,IT Support Specialist,6,Automotive,,Bachelors,Technical Support Engineer,"DevOps, Java, Linux, SQL, Security",13.5,16.63
U2922,IT Support Specialist,12,Automotive,,Masters,Desktop Support Engineer,"DevOps, Linux, Machine Learning, Node.js, React",36.3,45.06
U1873,IT Support Specialist,0,Automotive,,Bachelors,System Support Engineer,"Customer Service, Networking Basics, Operating Systems",3.26,3.85
U4239,IT Support Specialist,10,Telecom,,Bachelors,Technical Support Engineer,"DevOps, Java, React, SQL, Security",7.0,7.95
U2161,IT Support Specialist,4,Healthcare,,Bachelors,Help Desk Technician,"Data Structures, Kubernetes, Machine Learning, Node.js, React",10.9,12.99
U9104,Help Desk Technician,6,Healthcare,,Masters,System Support Engineer,"Data Structures, Java, Machine Learning, Node.js, Security",11.9,13.94
U3195,Help Desk Technician,4,Finance,,Bachelors,System Support Engineer,"Cloud, DevOps, Kubernetes, Node.js, Testing",35.0,39.99
U6652,Help Desk Technician,8,Retail,,Bachelors,Technical Support Engineer,"DevOps, Linux, Machine Learning, Python, React",19.4,23.78
U6133,Help Desk Technician,8,Finance,,Masters,System Support Engineer,"Linux, Machine Learning, Python, React, SQL",26.4,29.75
U6237,Help Desk Technician,2,Automotive,,Bachelors,Desktop Support Engineer,"DevOps, Kubernetes, Python, React, Security",14.5,17.96
U8589,Help Desk Technician,13,Finance,,Bachelors,IT Support Specialist,"Cloud, Java, Kubernetes, Linux, Machine Learning",49.1,55.27
U2500,Help Desk Technician,6,Telecom,,Bachelors,IT Support Specialist,"Docker, Linux, Machine Learning, Node.js, Security",14.5,16.67
U5744,Help Desk Technician,0,Technology,,Bachelors,Technical Support Engineer,"Customer Service, Networking Basics, Operating Systems",6.77,7.86
U6793,Help Desk Technician,2,Education,,Masters,System Support Engineer,"Cloud, DevOps, Kubernetes, SQL, Testing",18.9,20.86
U3233,Help Desk Technician,6,Technology,,Bachelors,System Support Engineer,"Data Structures, DevOps, Linux, Machine Learning, Python",39.3,49.12
U5957,Help Desk Technician,1,Technology,,Masters,Technical Support Engineer,"DevOps, Docker, Machine Learning, SQL, Testing",21.3,26.62
U8564,Help Desk Technician,8,Finance,,Bachelors,Technical Support Engineer,"Kubernetes, Node.js, Python, React, Testing",11.3,13.09
U3469,Help Desk Technician,7,Technology,,Bachelors,Technical Support Engineer,"DevOps, Kubernetes, Node.js, SQL, Security",49.7,61.44
U2511,Help Desk Technician,12,Retail,,Bachelors,Technical Support Engineer,"Cloud, Docker, Python, React, SQL",40.8,45.11
U7223,Help Desk Technician,15,Technology,,PhD,System Support Engineer,"DevOps, Docker, Kubernetes, Node.js, SQL",33.9,37.71
U2148,Help Desk Technician,2,Finance,,PhD,System Support Engineer,"Cloud, DevOps, Docker, Linux, Node.js",20.6,25.1
U4825,Help Desk Technician,1,Healthcare,,Bachelors,IT Support Specialist,"Docker, Linux, Python, React, SQL",24.1,29.22
U4566,Help Desk Technician,3,Education,,Bachelors,System Support Engineer,"Cloud, DevOps, Python, React, SQL",14.3,16.75
U2835,Help Desk Technician,13,Telecom,,Bachelors,IT Support Specialist,"Cloud, Java, Linux, Node.js, Security",25.7,30.96
U1455,Help Desk Technician,0,Education,,Bachelors,System Support Engineer,"Customer Service, Networking Basics, Operating Systems",4.32,5.4
U6681,Help Desk Technician,5,Retail,,Bachelors,IT Support Specialist,"Cloud, Data Structures, Java, Node.js, React",5.8,6.48
U7461,Help Desk Technician,14,Finance,,Bachelors,Desktop Support Engineer,"Data Structures, Docker, Java, Kubernetes, Linux",15.8,18.75
U8200,Help Desk Technician,14,Finance,,Bachelors,IT Support Specialist,"Cloud, Java, Linux, React, Testing",49.8,58.55
U1372,Help Desk Technician,13,Telecom,,Bachelors,IT Support Specialist,"Cloud, Linux, Machine Learning, Python, SQL",22.3,27.49
U5060,Help Desk Technician,13,Telecom,,Bachelors,System Support Engineer,"Docker, Linux, Python, React, Security",10.7,11.86
U2076,Help Desk Technician,1,Telecom,,Bachelors,Desktop Support Engineer,"Cloud, Data Structures, Java, Linux, Testing",20.0,24.02
U1501,Help Desk Technician,15,Finance,,Bachelors,IT Support Specialist,"Kubernetes, Linux, Node.js, React, Testing",52.1,61.36
U8669,Help Desk Technician,14,Automotive,,Bachelors,Technical Support Engineer,"Cloud, Data Structures, DevOps, Docker, React",7.8,9.29
U7124,Help Desk Technician,9,Healthcare,,Masters,IT Support Specialist,"DevOps, Java, React, SQL, Testing",48.4,60.28
U1392,Help Desk Technician,2,Education,,Bachelors,Desktop Support Engineer,"Linux, Machine Learning, Python, SQL, Testing",26.3,30.1
U9975,Help Desk Technician,1,Healthcare,,Bachelors,Technical Support Engineer,"Cloud, Data Structures, Linux, Security, Testing",18.0,20.11
U4856,Help Desk Technician,15,Automotive,,Masters,Technical Support Engineer,"Cloud, DevOps, Machine Learning, Python, React",16.4,19.89
U8857,Help Desk Technician,5,Retail,,Masters,IT Support Specialist,"Docker, Kubernetes, Linux, Machine Learning, Node.js",37.6,45.98
U2730,Help Desk Technician,13,Technology,,PhD,IT Support Specialist,"Java, Linux, Node.js, Python, React",58.4,67.62
U5262,Help Desk Technician,7,Automotive,,Bachelors,IT Support Specialist,"Node.js, Python, React, SQL, Testing",45.3,52.7
U8199,Help Desk Technician,2,Education,,Masters,System Support Engineer,"Linux, Machine Learning, Node.js, SQL, Testing",11.2,12.74
U9831,Help Desk Technician,0,Education,,Masters,IT Support Specialist,"Customer Service, Networking Basics, Operating Systems",6.62,7.7
U9460,Help Desk Technician,11,Retail,,Masters,System Support Engineer,"Cloud, Docker, Machine Learning, React, Security",15.0,18.28
U6744,Help Desk Technician,14,Automotive,,PhD,IT Support Specialist,"Cloud, DevOps, Linux, React, Testing",16.7,20.42
U8406,Help Desk Technician,13,Retail,,Masters,Technical Support Engineer,"Cloud, DevOps, Docker, Machine Learning, SQL",46.8,57.22
U6802,Help Desk Technician,8,Finance,,Bachelors,IT Support Specialist,"Data Structures, DevOps, React, SQL, Security",7.3,8.87
U3493,Help Desk Technician,2,Education,,Bachelors,System Support Engineer,"DevOps, Java, Kubernetes, Linux, Testing",16.2,20.19
U8291,Help Desk Technician,8,Education,,Bachelors,IT Support Specialist,"Cloud, Kubernetes, Linux, Python, React",47.1,58.07
U4173,Help Desk Technician,6,Education,,Bachelors,IT Support Specialist,"Docker, Kubernetes, Node.js, Python, Security",27.2,33.74
U2140,Help Desk Technician,9,Retail,,Bachelors,System Support Engineer,"Docker, Java, Machine Learning, Node.js, SQL",41.0,47.55
U5456,Help Desk Technician,14,Education,,PhD,IT Support Specialist,"DevOps, Linux, Node.js, SQL, Testing",20.5,24.69
U6494,Help Desk Technician,15,Automotive,,Masters,System Support Engineer,"Cloud, Kubernetes, Python, Security, Testing",17.6,19.54
U5811,Help Desk Technician,3,Education,,Bachelors,Desktop Support Engineer,"Data Structures, Node.js, Python, React, SQL",35.1,38.75
U6616,Help Desk Technician,6,Healthcare,,Bachelors,Technical Support Engineer,"Cloud, Docker, Machine Learning, SQL, Testing",23.8,26.5
U6014,Help Desk Technician,11,Technology,,Bachelors,IT Support Specialist,"Java, Kubernetes, Machine Learning, Security, Testing",11.8,14.75
U4487,Help Desk Technician,14,Healthcare,,PhD,Desktop Support Engineer,"DevOps, Docker, Machine Learning, SQL, Testing",66.6,80.6
U1868,Help Desk Technician,12,Healthcare,,PhD,System Support Engineer,"Cloud, DevOps, Java, Kubernetes, Linux",12.3,15.18
U7636,Help Desk Technician,0,Education,,PhD,System Support Engineer,"Customer Service, Networking Basics, Operating Systems",4.16,5.18
U3846,Help Desk Technician,2,Retail,,Bachelors,IT Support Specialist,"Data Structures, Docker, Kubernetes, Machine Learning, Node.js",18.3,21.52
U3768,Help Desk Technician,11,Education,,Bachelors,System Support Engineer,"Data Structures, Java, Node.js, SQL, Security",26.6,33.25
U3269,Help Desk Technician,15,Technology,,Bachelors,Technical Support Engineer,"Cloud, Java, Machine Learning, Python, Security",57.6,65.92
U9481,Help Desk Technician,6,Education,,Bachelors,Technical Support Engineer,"Java, Node.js, React, SQL, Testing",34.6,39.27
U2195,Help Desk Technician,14,Education,,Bachelors,Technical Support Engineer,"Data Structures, Linux, Machine Learning, Python, SQL",62.9,77.57
U5223,Help Desk Technician,5,Education,,Bachelors,System Support Engineer,"Data Structures, Docker, Java, React, SQL",14.1,15.58
U6951,Help Desk Technician,9,Retail,,Masters,Desktop Support Engineer,"Java, Kubernetes, Linux, Security, Testing",33.1,38.94
U9143,Help Desk Technician,2,Automotive,,Bachelors,Desktop Support Engineer,"Cloud, DevOps, Docker, SQL, Security",24.7,29.77
U3408,Help Desk Technician,12,Automotive,,Masters,Desktop Support Engineer,"Data Structures, Docker, Machine Learning, Node.js, Testing",59.6,68.44
U3719,Help Desk Technician,14,Telecom,,Masters,Desktop Support Engineer,"Docker, Java, Node.js, Python, Testing",21.9,26.59
U9866,Help Desk Technician,7,Technology,,PhD,System Support Engineer,"Cloud, Docker, Java, Node.js, SQL",6.0,6.97
U7715,Help Desk Technician,9,Healthcare,,Bachelors,Desktop Support Engineer,"Cloud, DevOps, Linux, Node.js, Security",9.8,11.61
U1157,Help Desk Technician,3,Retail,,Bachelors,IT Support Specialist,"Cloud, Data Structures, Java, Security, Testing",33.4,37.3
U8121,Help Desk Technician,7,Retail,,Bachelors,Desktop Support Engineer,"Cloud, Java, React, Security, Testing",18.7,21.88
U3532,Help Desk Technician,6,Telecom,,Masters,Desktop Support Engineer,"Cloud, Java, Linux, Machine Learning, Python",23.8,26.77
U1971,Help Desk Technician,5,Telecom,,Bachelors,System Support Engineer,"Cloud, DevOps, Java, Machine Learning, Testing",44.5,55.21
U7997,Help Desk Technician,3,Technology,,Masters,System Support Engineer,"Cloud, Docker, Kubernetes, React, Testing",38.4,46.79
U8319,Help Desk Technician,9,Technology,,Bachelors,IT Support Specialist,"Data Structures, DevOps, Docker, Node.js, SQL",13.4,16.75
U6469,Help Desk Technician,14,Education,,Bachelors,Desktop Support Engineer,"Java, Kubernetes, Linux, Python, React",57.2,68.33
U3048,Help Desk Technician,7,Retail,,Bachelors,System Support Engineer,"DevOps, Java, Kubernetes, Linux, Security",24.8,29.7
U8560,Help Desk Technician,9,Technology,,Masters,Desktop Support Engineer,"Cloud, Docker, React, SQL, Security",7.8,8.68
U3402,Help Desk Technician,5,Automotive,,Masters,Technical Support Engineer,"Cloud, Machine Learning, React, Security, Testing",11.5,12.71
U4278,Help Desk Technician,4,Retail,,Masters,Technical Support Engineer,"Cloud, DevOps, Docker, Python, Security",33.7,41.5
U3228,Help Desk Technician,5,Education,,Masters,Desktop Support Engineer,"DevOps, Kubernetes, Machine Learning, Node.js, Python",41.9,47.27
U9513,Help Desk Technician,3,Automotive,,Masters,Technical Support Engineer,"Cloud, DevOps, Kubernetes, React, Testing",21.2,26.36
U2671,Help Desk Technician,14,Finance,,PhD,Technical Support Engineer,"Data Structures, Java, Linux, Node.js, Python",29.3,34.81
U3335,Help Desk Technician,13,Automotive,,Bachelors,Technical Support Engineer,"DevOps, Python, React, SQL, Security",29.6,32.92
U4821,Help Desk Technician,6,Retail,,Bachelors,IT Support Specialist,"Kubernetes, Linux, Node.js, SQL, Security",37.7,42.59
U6899,Help Desk Technician,15,Telecom,,Bachelors,Desktop Support Engineer,"Data Structures, Linux, Python, SQL, Testing",23.9,28.26
U7897,Help Desk Technician,1,Healthcare,,Bachelors,IT Support Specialist,"DevOps, Docker, Machine Learning, Node.js, Python",26.7,32.96
U6032,Help Desk Technician,8,Automotive,,Bachelors,Technical Support Engineer,"DevOps, Kubernetes, Machine Learning, Node.js, Testing",9.2,10.78
U8128,Help Desk Technician,8,Education,,Masters,IT Support Specialist,"Data Structures, Java, Kubernetes, Machine Learning, Node.js",35.1,43.88
U4345,Help Desk Technician,8,Automotive,,Masters,IT Support Specialist,"Cloud, DevOps, Python, Security, Testing",9.4,11.28
U9484,Help Desk Technician,8,Retail,,Bachelors,Desktop Support Engineer,"Data Structures, Docker, Kubernetes, React, SQL",31.6,38.28
U7891,Help Desk Technician,12,Retail,,Bachelors,Desktop Support Engineer,"Data Structures, Linux, Machine Learning, SQL, Security",7.1,8.53
U9585,Help Desk Technician,15,Telecom,,Bachelors,Desktop Support Engineer,"Cloud, Data Structures, Python, React, Security",30.3,36.14
U5879,Help Desk Technician,8,Healthcare,,Bachelors,System Support Engineer,"DevOps, Docker, Linux, Node.js, Security",22.6,25.85
U9646,Help Desk Technician,8,Telecom,,Bachelors,Desktop Support Engineer,"DevOps, Java, Kubernetes, Node.js, SQL",44.5,52.5
U6328,System Support Engineer,2,Telecom,,Bachelors,Technical Support Engineer,"Data Structures, Machine Learning, React, Security, Testing",32.6,37.23
U6518,System Support Engineer,15,Automotive,,Bachelors,IT Support Specialist,"DevOps, Docker, Java, SQL, Testing",41.5,48.1
U6935,System Support Engineer,11,Telecom,,Bachelors,Technical Support Engineer,"Cloud, DevOps, Docker, Linux, SQL",27.4,33.22
U1877,System Support Engineer,12,Telecom,,Bachelors,Technical Support Engineer,"Data Structures, DevOps, Java, Kubernetes, React",66.0,73.58
U3748,System Support Engineer,1,Automotive,,Bachelors,Help Desk Technician,"Cloud, Data Structures, DevOps, Docker, Kubernetes",32.6,37.32
U9273,System Support Engineer,10,Healthcare,,Masters,Desktop Support Engineer,"Data Structures, Linux, React, SQL, Testing",7.9,9.88
U3029,System Support Engineer,5,Healthcare,,Bachelors,Technical Support Engineer,"Cloud, DevOps, Linux, Machine Learning, Python",25.4,29.18
U7772,System Support Engineer,4,Healthcare,,Bachelors,Technical Support Engineer,"Machine Learning, Node.js, React, SQL, Testing",14.1,16.33
U2496,System Support Engineer,1,Finance,,PhD,Desktop Support Engineer,"DevOps, Docker, Java, Python, Testing",4.7,5.7
U6992,System Support Engineer,8,Telecom,,Bachelors,IT Support Specialist,"Docker, Java, Linux, Python, SQL",46.0,52.91
U5917,System Support Engineer,15,Retail,,Masters,Desktop Support Engineer,"Java, Linux, React, SQL, Testing",23.4,27.45
U9211,System Support Engineer,8,Automotive,,Bachelors,Desktop Support Engineer,"Cloud, Data Structures, DevOps, Java, Machine Learning",42.6,51.64
U8249,System Support Engineer,7,Retail,,Bachelors,Technical Support Engineer,"Data Structures, Docker, SQL, Security, Testing",5.8,6.89
U5022,System Support Engineer,0,Education,,PhD,IT Support Specialist,"Customer Service, Networking Basics, Operating Systems",3.56,3.99
U7472,System Support Engineer,8,Technology,,Bachelors,Desktop Support Engineer,"Java, Machine Learning, React, SQL, Security",46.4,55.59
U3709,System Support Engineer,3,Retail,,Bachelors,Technical Support Engineer,"Cloud, Kubernetes, Linux, Node.js, SQL",9.9,11.39
U2836,System Support Engineer,3,Technology,,Bachelors,Technical Support Engineer,"DevOps, Linux, Machine Learning, Node.js, Security",4.3,5.38
U9537,System Support Engineer,8,Retail,,Bachelors,Desktop Support Engineer,"Cloud, Docker, Java, Machine Learning, SQL",29.5,35.41
U1011,System Support Engineer,5,Finance,,Bachelors,Technical Support Engineer,"Data Structures, Linux, Machine Learning, Node.js, React",32.9,37.16
U3007,System Support Engineer,13,Healthcare,,Bachelors,Desktop Support Engineer,"Linux, Python, React, Security, Testing",37.2,46.28
U6128,System Support Engineer,12,Automotive,,PhD,IT Support Specialist,"Data Structures, Machine Learning, React, SQL, Security",44.9,55.65
U6142,System Support Engineer,6,Education,,Bachelors,Desktop Support Engineer,"Cloud, Data Structures, DevOps, Machine Learning, Security",12.7,14.38
U2645,System Support Engineer,3,Technology,,Masters,Help Desk Technician,"DevOps, Docker, Machine Learning, Python, Security",24.9,30.88
U9497,System Support Engineer,0,Healthcare,,PhD,Help Desk Technician,"Customer Service, Networking Basics, Operating Systems",6.43,7.75
U7140,System Support Engineer,11,Finance,,Masters,Desktop Support Engineer,"Cloud, Linux, Machine Learning, React, SQL",34.6,41.67
U7122,System Support Engineer,4,Telecom,,Masters,Help Desk Technician,"Java, Kubernetes, Linux, Node.js, SQL",36.3,42.86
U2335,System Support Engineer,1,Finance,,Bachelors,Desktop Support Engineer,"Cloud, Kubernetes, Machine Learning, Node.js, React",13.6,15.52
U4342,System Support Engineer,0,Telecom,,Bachelors,Desktop Support Engineer,"Customer Service, Networking Basics, Operating Systems",3.79,4.61
U4604,System Support Engineer,11,Finance,,Bachelors,IT Support Specialist,"Cloud, Java, Kubernetes, Machine Learning, React",30.9,36.33
U5344,System Support Engineer,10,Education,,Bachelors,Help Desk Technician,"Cloud, Data Structures, Kubernetes, Linux, Node.js",17.9,20.1
U9554,System Support Engineer,1,Telecom,,Bachelors,IT Support Specialist,"Cloud, DevOps, Docker, Python, Security",32.7,40.12
U2740,System Support Engineer,8,Retail,,Masters,Help Desk Technician,"Data Structures, DevOps, Linux, SQL, Testing",34.1,41.38
U2203,System Support Engineer,9,Technology,,Masters,IT Support Specialist,"Docker, Java, React, SQL, Testing",50.6,63.25
U9880,System Support Engineer,10,Education,,PhD,Technical Support Engineer,"Docker, Java, Linux, Python, SQL",59.4,66.61
U3983,System Support Engineer,3,Automotive,,Bachelors,Desktop Support Engineer,"DevOps, Java, Linux, Node.js, Testing",34.1,42.52
U4623,System Support Engineer,15,Healthcare,,Bachelors,IT Support Specialist,"Data Structures, Java, Node.js, React, Testing",60.1,70.62
U2765,System Support Engineer,10,Retail,,Bachelors,Help Desk Technician,"Data Structures, Java, Linux, SQL, Testing",42.6,51.64
U2066,System Support Engineer,10,Retail,,Masters,Desktop Support Engineer,"Java, Python, SQL, Security, Testing",58.8,69.49
U1218,System Support Engineer,2,Retail,,Masters,Help Desk Technician,"Cloud, Java, Kubernetes, Python, Security",14.8,16.75
U5205,System Support Engineer,0,Retail,,Bachelors,Desktop Support Engineer,"Customer Service, Networking Basics, Operating Systems",4.94,5.65
U7618,System Support Engineer,8,Retail,,Bachelors,Help Desk Technician,"Node.js, Python, React, SQL, Testing",48.1,55.84
U8081,System Support Engineer,5,Telecom,,Masters,Help Desk Technician,"Data Structures, DevOps, Machine Learning, Python, Security",25.3,31.33
U5492,System Support Engineer,11,Healthcare,,Masters,IT Support Specialist,"Cloud, Docker, Kubernetes, Node.js, Testing",42.5,51.97
U3935,System Support Engineer,15,Automotive,,Masters,IT Support Specialist,"Docker, Machine Learning, Node.js, Python, Security",67.1,82.82
U1735,System Support Engineer,12,Automotive,,Bachelors,IT Support Specialist,"DevOps, Docker, Java, Security, Testing",55.4,63.5
U7149,System Support Engineer,5,Telecom,,Masters,Desktop Support Engineer,"Data Structures, Docker, Java, Kubernetes, Linux",18.5,22.6
U2389,System Support Engineer,10,Healthcare,,PhD,Technical Support Engineer,"Docker, Kubernetes, Linux, Node.js, Python",43.0,50.22
U4107,System Support Engineer,0,Healthcare,,Bachelors,IT Support Specialist,"Customer Service, Networking Basics, Operating Systems",4.47,5.41
U7485,System Support Engineer,15,Automotive,,Masters,Desktop Support Engineer,"Cloud, DevOps, Linux, Node.js, Security",17.3,20.85
U6962,System Support Engineer,1,Automotive,,Masters,Technical Support Engineer,"Cloud, Docker, Linux, React, SQL",29.3,32.67
U4327,System Support Engineer,1,Technology,,Masters,IT Support Specialist,"Docker, Kubernetes, Node.js, SQL, Testing",4.4,5.12
U7397,System Support Engineer,6,Education,,Masters,Technical Support Engineer,"Data Structures, Docker, Java, Node.js, Security",22.3,27.69
U4730,System Support Engineer,9,Technology,,Bachelors,IT Support Specialist,"Cloud, Docker, Python, SQL, Security",46.2,54.98
U1272,System Support Engineer,10,Telecom,,Bachelors,Technical Support Engineer,"Data Structures, Python, React, Security, Testing",48.5,57.69
U3406,System Support Engineer,11,Retail,,Bachelors,Technical Support Engineer,"Cloud, Java, Machine Learning, React, SQL",43.6,54.16
U9818,System Support Engineer,6,Technology,,Bachelors,IT Support Specialist,"Cloud, Data Structures, Linux, Node.js, Testing",10.2,11.52
U5976,System Support Engineer,14,Finance,,PhD,Help Desk Technician,"Data Structures, Docker, Linux, Python, React",42.3,52.88
U9062,System Support Engineer,13,Telecom,,Masters,Desktop Support Engineer,"Cloud, Kubernetes, React, Security, Testing",22.7,27.12
U3664,System Support Engineer,10,Healthcare,,Bachelors,IT Support Specialist,"Data Structures, Java, Python, SQL, Testing",8.8,10.88
U8399,System Support Engineer,13,Automotive,,PhD,IT Support Specialist,"Data Structures, Docker, Kubernetes, Python, React",34.1,41.44
U3442,System Support Engineer,14,Finance,,Bachelors,Desktop Support Engineer,"Docker, Node.js, Python, React, Security",70.9,87.57
U2107,System Support Engineer,7,Healthcare,,Bachelors,Technical Support Engineer,"Cloud, Kubernetes, Linux, Python, React",44.2,50.9
U4774,System Support Engineer,13,Finance,,PhD,IT Support Specialist,"Data Structures, Java, React, SQL, Testing",41.4,51.14
U8129,System Support Engineer,8,Automotive,,Bachelors,Help Desk Technician,"Data Structures, DevOps, Java, Linux, Security",31.7,35.06
U9201,System Support Engineer,1,Retail,,Bachelors,Help Desk Technician,"Cloud, Docker, Kubernetes, Node.js, Security",6.4,7.64
U4524,System Support Engineer,9,Telecom,,PhD,IT Support Specialist,"Cloud, DevOps, Java, Linux, Security",18.4,22.97
U1564,System Support Engineer,2,Telecom,,Bachelors,Help Desk Technician,"Java, Linux, Machine Learning, Node.js, React",7.0,8.22
U7351,System Support Engineer,0,Telecom,,Bachelors,Technical Support Engineer,"Customer Service, Networking Basics, Operating Systems",6.38,7.08
U8558,System Support Engineer,15,Finance,,Bachelors,Desktop Support Engineer,"Kubernetes, Machine Learning, Node.js, React, Testing",58.9,72.06
U6937,System Support Engineer,13,Automotive,,PhD,Help Desk Technician,"Cloud, Data Structures, Machine Learning, Node.js, React",8.0,8.94
U1466,System Support Engineer,12,Technology,,Bachelors,Desktop Support Engineer,"DevOps, Java, Kubernetes, Security, Testing",39.4,45.86
U9131,System Support Engineer,4,Telecom,,Bachelors,Help Desk Technician,"Cloud, Kubernetes, Machine Learning, Python, SQL",37.0,41.0
U1879,System Support Engineer,13,Technology,,Masters,Help Desk Technician,"Data Structures, Docker, Java, React, SQL",58.4,70.13
U4597,System Support Engineer,12,Education,,Masters,Technical Support Engineer,"DevOps, Docker, Kubernetes, Node.js, React",59.8,66.67
U3742,System Support Engineer,0,Education,,Bachelors,Desktop Support Engineer,"Customer Service, Networking Basics, Operating Systems",5.3,6.06
U8380,System Support Engineer,8,Automotive,,Masters,Desktop Support Engineer,"Cloud, Docker, Java, Machine Learning, Python",27.5,33.35
U8726,System Support Engineer,10,Automotive,,PhD,Help Desk Technician,"Cloud, Docker, Java, Python, Security",35.2,41.34
U7589,System Support Engineer,6,Education,,Masters,Help Desk Technician,"Cloud, Data Structures, DevOps, Linux, Node.js",14.5,17.43
U2968,System Support Engineer,11,Retail,,Bachelors,Technical Support Engineer,"Data Structures, DevOps, Java, Kubernetes, SQL",10.3,11.49
U8214,System Support Engineer,12,Education,,Bachelors,Technical Support Engineer,"Java, Machine Learning, Python, SQL, Security",27.0,33.53
U8059,System Support Engineer,6,Technology,,Bachelors,Desktop Support Engineer,"Cloud, Data Structures, Node.js, React, Security",15.1,18.59
U4794,System Support Engineer,15,Finance,,Bachelors,Technical Support Engineer,"Data Structures, Docker, Machine Learning, Node.js, SQL",58.3,70.3
U2500,System Support Engineer,11,Technology,,Bachelors,IT Support Specialist,"Data Structures, DevOps, Docker, Kubernetes, Python",23.8,29.75
U7370,System Support Engineer,7,Finance,,Bachelors,IT Support Specialist,"Data Structures, Java, Linux, Security, Testing",27.4,32.7
U7164,System Support Engineer,1,Retail,,Bachelors,Technical Support Engineer,"Cloud, DevOps, Kubernetes, Security, Testing",18.7,22.99
U5227,System Support Engineer,13,Healthcare,,Masters,Desktop Support Engineer,"Cloud, Data Structures, Python, SQL, Testing",38.7,44.46
U4169,Desktop Support Engineer,7,Retail,,Bachelors,Technical Support Engineer,"Data Structures, Linux, Machine Learning, React, Testing",35.6,44.21
U8802,Desktop Support Engineer,0,Education,,PhD,IT Support Specialist,"Customer Service, Networking Basics, Operating Systems",4.48,5.02
U2463,Desktop Support Engineer,14,Retail,,Masters,Help Desk Technician,"Data Structures, Docker, Machine Learning, Python, SQL",11.6,13.12
U3935,Desktop Support Engineer,7,Telecom,,Bachelors,Technical Support Engineer,"Docker, Linux, Node.js, Security, Testing",26.6,30.67
U2883,Desktop Support Engineer,8,Retail,,Bachelors,System Support Engineer,"Cloud, Data Structures, DevOps, SQL, Testing",47.3,58.74
U9612,Desktop Support Engineer,4,Healthcare,,Bachelors,Help Desk Technician,"Linux, Machine Learning, Python, React, Testing",30.3,35.64
U2222,Desktop Support Engineer,6,Finance,,Bachelors,Technical Support Engineer,"Kubernetes, Python, React, SQL, Security",18.5,22.6
U5097,Desktop Support Engineer,9,Education,,Masters,Help Desk Technician,"DevOps, Java, Node.js, SQL, Security",25.4,30.44
U7240,Desktop Support Engineer,3,Finance,,Masters,Technical Support Engineer,"Java, Linux, Machine Learning, Node.js, React",18.4,20.79
U3969,Desktop Support Engineer,8,Healthcare,,Bachelors,Technical Support Engineer,"Cloud, DevOps, Kubernetes, Python, Security",15.1,16.71
U8189,Desktop Support Engineer,9,Automotive,,PhD,Help Desk Technician,"DevOps, Java, Kubernetes, React, Security",28.1,35.12
U3571,Desktop Support Engineer,8,Education,,Bachelors,System Support Engineer,"Data Structures, DevOps, Linux, Node.js, Python",32.8,36.32
U9177,Desktop Support Engineer,15,Telecom,,Bachelors,Technical Support Engineer,"Java, Kubernetes, Machine Learning, SQL, Security",29.9,36.91
U2029,Desktop Support Engineer,11,Automotive,,Bachelors,Help Desk Technician,"Cloud, Machine Learning, Node.js, Python, Testing",10.2,12.73
