Company Name,Pros,Cons,Description,Text
Razorpay," Good work culture, supportive colleagues, and work-life balance. "," Low salary, micromanagement, and poor leadership.","We are a spirited, ambitious and bunch of fun folks who have taken up the challenge of transforming the way businesses accept digital payments in India. We have gone from offering a pure payment gateway to offering a product suite that manages the entire payments lifecycle for all businesses, from startups to SMEs to large enterprises. 

We are a payment solution for forward-looking businesses. We enable online merchants with any payment need to easily accept, process and disburse payments through the most developer-friendly APIs, easy integration, onboarding processes and truly involved customer support. Our customers swear by our tech and UX, and we are ecstatic to see people enjoy the results of our fanatic focus on making online payments simple and accessible.

Our strength lies in the people we are and we go to great lengths to nurture a family of coders, designers, sellers, marketers, analysts, writers, runners, photographers, gamers, tinkerers and above all people who are dreamers and doers at the same time. We are also powered by an enviable list of investors, who guide us to deliver outstanding outcomes and lead the way in redefining payments.

Together we say - 'The Future of Payments is Here'​"," Good work culture, supportive colleagues, and work-life balance.   Low salary, micromanagement, and poor leadership. We are a spirited, ambitious and bunch of fun folks who have taken up the challenge of transforming the way businesses accept digital payments in India. We have gone from offering a pure payment gateway to offering a product suite that manages the entire payments lifecycle for all businesses, from startups to SMEs to large enterprises. 

We are a payment solution for forward-looking businesses. We enable online merchants with any payment need to easily accept, process and disburse payments through the most developer-friendly APIs, easy integration, onboarding processes and truly involved customer support. Our customers swear by our tech and UX, and we are ecstatic to see people enjoy the results of our fanatic focus on making online payments simple and accessible.

Our strength lies in the people we are and we go to great lengths to nurture a family of coders, designers, sellers, marketers, analysts, writers, runners, photographers, gamers, tinkerers and above all people who are dreamers and doers at the same time. We are also powered by an enviable list of investors, who guide us to deliver outstanding outcomes and lead the way in redefining payments.

Together we say - 'The Future of Payments is Here'​"
Freshworks," Good work culture, work-life balance, and supportive colleagues. "," Micromanagement, bad leadership, and unfair layoffs.","Freshworks makes it fast and easy for businesses to delight their customers and employees. We do this by taking a fresh approach to building and delivering software-as-a-service that’s affordable, quick to implement, and designed for the end-user. Unlike legacy software, Freshworks builds tech that works for everyone, making it easy for IT, customer service, sales, marketers and HR to do their job and delight their customers.

More than 50,000 companies use Freshworks’ SaaS to enable a better customer experience (CX, CRM) and employee experience (ITSM, HRSM).

ATTENTION: RECRUITING SCAMS!!

Official correspondence to applicants is only sent from email addresses ending @freshworks.com. Bogus websites, emails and texts often use company logos to look legit. Don't be fooled. We don't conduct our interview process via text. We also don't request money, credit cards, bank accounts, social security numbers or similar sensitive personal information as part of the recruitment process. If you are ever contacted by someone purporting to be from Freshworks talent acquisition team and you are unsure if it is a legitimate representative of Freshworks, please reach out directly to careers@freshworks.com."," Good work culture, work-life balance, and supportive colleagues.   Micromanagement, bad leadership, and unfair layoffs. Freshworks makes it fast and easy for businesses to delight their customers and employees. We do this by taking a fresh approach to building and delivering software-as-a-service that’s affordable, quick to implement, and designed for the end-user. Unlike legacy software, Freshworks builds tech that works for everyone, making it easy for IT, customer service, sales, marketers and HR to do their job and delight their customers.

More than 50,000 companies use Freshworks’ SaaS to enable a better customer experience (CX, CRM) and employee experience (ITSM, HRSM).

ATTENTION: RECRUITING SCAMS!!

Official correspondence to applicants is only sent from email addresses ending @freshworks.com. Bogus websites, emails and texts often use company logos to look legit. Don't be fooled. We don't conduct our interview process via text. We also don't request money, credit cards, bank accounts, social security numbers or similar sensitive personal information as part of the recruitment process. If you are ever contacted by someone purporting to be from Freshworks talent acquisition team and you are unsure if it is a legitimate representative of Freshworks, please reach out directly to careers@freshworks.com."
Meesho," Good work culture, trust in employees, and competitive pay. "," No work-life balance, job insecurity, and poor management.","Founded by two IIT-Delhi graduates, Vidit Aatrey and Sanjeev Barnwal in 2015, Meesho is India’s only true e-commerce marketplace. Meesho, which stands for ""meri shop"" or ""my shop"", connects millions of consumers with small sellers across India.
India’s unorganized retail represents a c.$800bn+ Target Addressable Market (TAM), which is 80-85% of the overall retail sector. In India, e-Commerce is expected to grow to c.$170-180bn by 2027 (c.35% CAGR ‘22-’27) led by nearly 500mm online shoppers in India, versus the current c.200mm base. This growth is expected to be led by consumers who are transitioning directly from unorganized trade to e-Commerce, especially those in the rising middle class of India. Meesho’s differentiated business model focuses on the underserved small sellers and value-first consumers. Leveraging tech innovations, seller-friendly policies and an asset-light structure, the platform has emerged as the lowest-cost destination catering to India’s price-conscious customers.
With a vision to be the e-Commerce destination for the next billion Indian consumers and enable 100 million small businesses to succeed online, Meesho is democratizing internet commerce in India. The company provides sellers with a range of industry-first benefits such as zero commission and the lowest shipping cost. Over 1.4 million sellers are registered on Meesho, growing their business by tapping the company’s massive customer base, state-of-the-art tech infrastructure, pan-India logistics at the lowest cost through third-party logistics providers in an ‘Everyday Lowest Cost’ channel for sellers.
With ~80% of Meesho’s 140 million annual transacting customers coming from tier 2+ cities and towns, the company has been instrumental in bringing new-to-e-commerce users online. Meesho has made e-Commerce more accessible, affordable and engaging for a unique and underserved ‘non-affluent’ user segment. With a strong value proposition of Everyday Lowest Prices, the platform hosts one of the largest selection of unique products (>65% product listings are unique to Meesho).
Meesho has so far raised ~$1.1 billion and was valued at c.$5 billion in its last round of funding, making it one of India’s most well capitalized growth names in the consumer internet space. It was also the first Indian startup to secure funding from Meta (Facebook). Other marquee investors such as SoftBank Vision Fund, Prosus Ventures, Elevation Capital, Sequoia Capital, Fidelity and BCapital Group have backed the company across multiple rounds. 


Be an agent of change. Join us today. We are hiring!"," Good work culture, trust in employees, and competitive pay.   No work-life balance, job insecurity, and poor management. Founded by two IIT-Delhi graduates, Vidit Aatrey and Sanjeev Barnwal in 2015, Meesho is India’s only true e-commerce marketplace. Meesho, which stands for ""meri shop"" or ""my shop"", connects millions of consumers with small sellers across India.
India’s unorganized retail represents a c.$800bn+ Target Addressable Market (TAM), which is 80-85% of the overall retail sector. In India, e-Commerce is expected to grow to c.$170-180bn by 2027 (c.35% CAGR ‘22-’27) led by nearly 500mm online shoppers in India, versus the current c.200mm base. This growth is expected to be led by consumers who are transitioning directly from unorganized trade to e-Commerce, especially those in the rising middle class of India. Meesho’s differentiated business model focuses on the underserved small sellers and value-first consumers. Leveraging tech innovations, seller-friendly policies and an asset-light structure, the platform has emerged as the lowest-cost destination catering to India’s price-conscious customers.
With a vision to be the e-Commerce destination for the next billion Indian consumers and enable 100 million small businesses to succeed online, Meesho is democratizing internet commerce in India. The company provides sellers with a range of industry-first benefits such as zero commission and the lowest shipping cost. Over 1.4 million sellers are registered on Meesho, growing their business by tapping the company’s massive customer base, state-of-the-art tech infrastructure, pan-India logistics at the lowest cost through third-party logistics providers in an ‘Everyday Lowest Cost’ channel for sellers.
With ~80% of Meesho’s 140 million annual transacting customers coming from tier 2+ cities and towns, the company has been instrumental in bringing new-to-e-commerce users online. Meesho has made e-Commerce more accessible, affordable and engaging for a unique and underserved ‘non-affluent’ user segment. With a strong value proposition of Everyday Lowest Prices, the platform hosts one of the largest selection of unique products (>65% product listings are unique to Meesho).
Meesho has so far raised ~$1.1 billion and was valued at c.$5 billion in its last round of funding, making it one of India’s most well capitalized growth names in the consumer internet space. It was also the first Indian startup to secure funding from Meta (Facebook). Other marquee investors such as SoftBank Vision Fund, Prosus Ventures, Elevation Capital, Sequoia Capital, Fidelity and BCapital Group have backed the company across multiple rounds. 


Be an agent of change. Join us today. We are hiring!"
PhonePe," Good work culture, strong salary structure, and supportive colleagues. "," Toxic management, office politics, and lack of work-from-home policy.","PhonePe is India's leading digital payments and financial services company, headquartered in Bengaluru, Karnataka, India. Founded in December 2015 by Sameer Nigam, Rahul Chari, and Burzin Engineer, PhonePe quickly established itself as a key player in the digital payments landscape.

The PhonePe app, built on the Unified Payments Interface (UPI), went live in August 2016 and is accessible in 11 Indian languages. Offering a comprehensive range of services, PhonePe allows users to seamlessly send and receive money, recharge mobile, DTH, and data cards, make utility payments, pay at shops, and invest in various financial instruments, including tax-saving funds, insurance, mutual funds, and digital gold.

One of PhonePe's strengths lies in its extensive reach. The app is accepted as a payment option by over 3.6 crore merchant outlets, both online and offline, covering an impressive 99% of pin codes across the country. With a user base exceeding 50 crore and over 20 crore monthly active users, PhonePe has become an integral part of the digital financial ecosystem.

Licensed by the Reserve Bank of India, PhonePe operates as a Semi Closed Prepaid Payment system, ensuring compliance with regulatory standards. Over the years, PhonePe has achieved significant milestones, processing 500 crore transactions by December 2019 and surpassing 10 crore transactions per day in April 2022.

In summary, PhonePe continues to play a pivotal role in shaping India's digital payments landscape, offering a user-friendly platform with a wide array of services and a remarkable presence across the country.


"," Good work culture, strong salary structure, and supportive colleagues.   Toxic management, office politics, and lack of work-from-home policy. PhonePe is India's leading digital payments and financial services company, headquartered in Bengaluru, Karnataka, India. Founded in December 2015 by Sameer Nigam, Rahul Chari, and Burzin Engineer, PhonePe quickly established itself as a key player in the digital payments landscape.

The PhonePe app, built on the Unified Payments Interface (UPI), went live in August 2016 and is accessible in 11 Indian languages. Offering a comprehensive range of services, PhonePe allows users to seamlessly send and receive money, recharge mobile, DTH, and data cards, make utility payments, pay at shops, and invest in various financial instruments, including tax-saving funds, insurance, mutual funds, and digital gold.

One of PhonePe's strengths lies in its extensive reach. The app is accepted as a payment option by over 3.6 crore merchant outlets, both online and offline, covering an impressive 99% of pin codes across the country. With a user base exceeding 50 crore and over 20 crore monthly active users, PhonePe has become an integral part of the digital financial ecosystem.

Licensed by the Reserve Bank of India, PhonePe operates as a Semi Closed Prepaid Payment system, ensuring compliance with regulatory standards. Over the years, PhonePe has achieved significant milestones, processing 500 crore transactions by December 2019 and surpassing 10 crore transactions per day in April 2022.

In summary, PhonePe continues to play a pivotal role in shaping India's digital payments landscape, offering a user-friendly platform with a wide array of services and a remarkable presence across the country.


"
Paytm," Good work culture, competitive salary, and learning opportunities. "," Role ambiguity, poor management, hectic schedule, and no job security.","Paytm is India’s largest mobile payment & commerce  platform. With current user base of more than 100 million, Paytm is on mission to bring half a billion Indians to main stream of economy using mobile payment, commerce and soon to be launched payment banking services. Consumer brand of India’s leading mobile internet company One97 Communications, Paytm is head-quartered in New Delhi NCR. The company’s investors include Ant Financials (AliPay), Alibaba Group, SAIF Partners, Sapphire Venture and Silicon Valley Bank._x000D_
"," Good work culture, competitive salary, and learning opportunities.   Role ambiguity, poor management, hectic schedule, and no job security. Paytm is India’s largest mobile payment & commerce  platform. With current user base of more than 100 million, Paytm is on mission to bring half a billion Indians to main stream of economy using mobile payment, commerce and soon to be launched payment banking services. Consumer brand of India’s leading mobile internet company One97 Communications, Paytm is head-quartered in New Delhi NCR. The company’s investors include Ant Financials (AliPay), Alibaba Group, SAIF Partners, Sapphire Venture and Silicon Valley Bank._x000D_
"
Nykaa," Supportive team, good work environment, and learning opportunities. "," No work-life balance, poor management, low salary, and toxic culture.","At Nykaa, we share one vision- to bring inspiration and joy to people everywhere, every day. Born out of a desire to make beauty a mainstream choice, the Nykaa journey began in 2012 as a digitally native, consumer-tech company. Falguni Nayar’s entrepreneurial leap with Nykaa, tapped into an underserved beauty retail market, disrupting the ecosystem and putting India in the global spotlight.

Over the years Nykaa has steadily captured hearts and carts, ushering visits to both our online and 150+ offline destinations and building loyal communities through engaging and educational content. We also expanded our offerings by introducing online platforms Nykaa Fashion, Nykaa Man, and Superstore.

In parallel, we continued building our house of brands with a sharp focus on innovation and consumer delight. Brands such as Kay Beauty, Nykaa Naturals, Nykaa Cosmetics, Wanderlust in beauty and Nykd, Gajra Gang, Likha, RSVP, Pipa Bella and Mixt in fashion, have become household names, as they consistently deliver on inspiration and high performing products to the consumers. Our unwavering commitment to authenticity and customer centricity, has made us the retailer of choice for international brands entering India. Our Global Store, a gateway into the world of coveted international brands, leverages Nykaa’s proven supply chain and marketing capabilities to offer a truly seamless shopping experience.

For its role in building India’s beauty and lifestyle retail markets, Nykaa has been awarded several Indian and International accolades. In 2022, Nykaa featured in the TIME100 Most Influential Companies List. At the 17th India Business Leader Award by CNBC TV18, Nykaa was named the Disruptor of the Year in 2022 and featured in Kantar’s BrandZ List as one of most valuable brands in India."," Supportive team, good work environment, and learning opportunities.   No work-life balance, poor management, low salary, and toxic culture. At Nykaa, we share one vision- to bring inspiration and joy to people everywhere, every day. Born out of a desire to make beauty a mainstream choice, the Nykaa journey began in 2012 as a digitally native, consumer-tech company. Falguni Nayar’s entrepreneurial leap with Nykaa, tapped into an underserved beauty retail market, disrupting the ecosystem and putting India in the global spotlight.

Over the years Nykaa has steadily captured hearts and carts, ushering visits to both our online and 150+ offline destinations and building loyal communities through engaging and educational content. We also expanded our offerings by introducing online platforms Nykaa Fashion, Nykaa Man, and Superstore.

In parallel, we continued building our house of brands with a sharp focus on innovation and consumer delight. Brands such as Kay Beauty, Nykaa Naturals, Nykaa Cosmetics, Wanderlust in beauty and Nykd, Gajra Gang, Likha, RSVP, Pipa Bella and Mixt in fashion, have become household names, as they consistently deliver on inspiration and high performing products to the consumers. Our unwavering commitment to authenticity and customer centricity, has made us the retailer of choice for international brands entering India. Our Global Store, a gateway into the world of coveted international brands, leverages Nykaa’s proven supply chain and marketing capabilities to offer a truly seamless shopping experience.

For its role in building India’s beauty and lifestyle retail markets, Nykaa has been awarded several Indian and International accolades. In 2022, Nykaa featured in the TIME100 Most Influential Companies List. At the 17th India Business Leader Award by CNBC TV18, Nykaa was named the Disruptor of the Year in 2022 and featured in Kantar’s BrandZ List as one of most valuable brands in India."
Lenskart Solutions," Good work culture, supportive teams, and a cooperative environment. "," No work-life balance, poor management, low salary, and high workload.","Lenskart is India’s fastest growing optical business.  The company was co-founded in 2010 by Peyush Bansal, Amit Chaudhary & Sumeet Kapahi to provide Vision to India.  1/3rd of India’s population today needs vision correction and only 25% of those in need wear specs. Lenskart was founded in 2010 with a vision to solve this problem of eye wear and be the Numero Uno eyewear provider in India._x000D_
 _x000D_
"," Good work culture, supportive teams, and a cooperative environment.   No work-life balance, poor management, low salary, and high workload. Lenskart is India’s fastest growing optical business.  The company was co-founded in 2010 by Peyush Bansal, Amit Chaudhary & Sumeet Kapahi to provide Vision to India.  1/3rd of India’s population today needs vision correction and only 25% of those in need wear specs. Lenskart was founded in 2010 with a vision to solve this problem of eye wear and be the Numero Uno eyewear provider in India._x000D_
 _x000D_
"
Reliance Industries," Good work-life balance, job security, and learning opportunities. "," Low salary, bad management, extended working hours, and high workload.","India and Reliance Industries rely on each other. The company is India's largest petrochemical firm and among the country's largest companies (along with Indian Oil and Tata Group), accounting for more than 13% of India's total exports. Oil refining and the manufacture of polyolefins and related chemicals account for the bulk of Reliance Industries' sales. It also makes textiles and explores for oil and gas. Reliance Industries operates more than a dozen manufacturing plants in India. The company has fully integrated its oil and gas refining subsidiary, Reliance Petroleum, in an effort to consolidate the company's position as a major player in the global refining business._x000D_
_x000D_
Recent investment in Human Capital is receiving resounding thumb's up from the industry. _x000D_
http://businesstoday.intoday.in/story/reliance-industries-hr-practices-best-companies-to-work-for/1/208131.html"," Good work-life balance, job security, and learning opportunities.   Low salary, bad management, extended working hours, and high workload. India and Reliance Industries rely on each other. The company is India's largest petrochemical firm and among the country's largest companies (along with Indian Oil and Tata Group), accounting for more than 13% of India's total exports. Oil refining and the manufacture of polyolefins and related chemicals account for the bulk of Reliance Industries' sales. It also makes textiles and explores for oil and gas. Reliance Industries operates more than a dozen manufacturing plants in India. The company has fully integrated its oil and gas refining subsidiary, Reliance Petroleum, in an effort to consolidate the company's position as a major player in the global refining business._x000D_
_x000D_
Recent investment in Human Capital is receiving resounding thumb's up from the industry. _x000D_
http://businesstoday.intoday.in/story/reliance-industries-hr-practices-best-companies-to-work-for/1/208131.html"
Tech Mahindra," Good work-life balance, flexible culture, and learning opportunities for freshers. "," Low salary, poor management, lack of growth, and overcommitment to clients.","Tech Mahindra represents the connected world, offering innovative and customer-centric information technology experiences, enabling Enterprises, Associates and the Society to Rise™. We are a USD 4.9 billion company with 125,700+ professionals across 90 countries, helping 941 global customers including Fortune 500 companies. Our convergent, digital, design experiences, innovation platforms and reusable assets connect across a number of technologies to deliver tangible business value and experiences to our stakeholders. Tech Mahindra is the highest ranked Non-U.S. company in the Forbes Global Digital 100 list (2018) and in the Forbes Fab 50 companies in Asia (2018).

We are part of the USD 21 billion Mahindra Group that employs more than 200,000 people in over 100 countries. The Group operates in the key industries that drive economic growth, enjoying a leadership position in tractors, utility vehicles, after-market, information technology and vacation ownership."," Good work-life balance, flexible culture, and learning opportunities for freshers.   Low salary, poor management, lack of growth, and overcommitment to clients. Tech Mahindra represents the connected world, offering innovative and customer-centric information technology experiences, enabling Enterprises, Associates and the Society to Rise™. We are a USD 4.9 billion company with 125,700+ professionals across 90 countries, helping 941 global customers including Fortune 500 companies. Our convergent, digital, design experiences, innovation platforms and reusable assets connect across a number of technologies to deliver tangible business value and experiences to our stakeholders. Tech Mahindra is the highest ranked Non-U.S. company in the Forbes Global Digital 100 list (2018) and in the Forbes Fab 50 companies in Asia (2018).

We are part of the USD 21 billion Mahindra Group that employs more than 200,000 people in over 100 countries. The Group operates in the key industries that drive economic growth, enjoying a leadership position in tractors, utility vehicles, after-market, information technology and vacation ownership."
L&T Technology Services," Good work-life balance, learning opportunities for freshers, and job security. "," Low salary, poor management, lack of salary hikes, and workplace politics.","L&T Technology Services is a wholly owned subsidiary of Larsen & Toubro, a USD 14 billion - Indian multinational engineering, technology, manufacturing and construction conglomerate. _x000D_
  We are backed by 75 years of engineering excellence of our parent company.   We are the Global Delivery Partners for engineering services With deep capability across Complete Engineering Lifecycle Listed 9th among the world's Most Innovative Companies by Forbes Ranked 4th by Newsweek in the list of Greenest Industrial Companies _x000D_
 _x000D_
Service Offerings _x000D_
  _x000D_
Our end-to-end service offerings include product design, analysis, prototyping & testing, embedded system design, manufacturing engineering, plant & construction engineering, asset information management and engineering process support using cutting-edge CAD / CAM / CAE technology in various domains. _x000D_
  Global footprint in US, Europe and Asia, including designated consultant in each of these geographies."," Good work-life balance, learning opportunities for freshers, and job security.   Low salary, poor management, lack of salary hikes, and workplace politics. L&T Technology Services is a wholly owned subsidiary of Larsen & Toubro, a USD 14 billion - Indian multinational engineering, technology, manufacturing and construction conglomerate. _x000D_
  We are backed by 75 years of engineering excellence of our parent company.   We are the Global Delivery Partners for engineering services With deep capability across Complete Engineering Lifecycle Listed 9th among the world's Most Innovative Companies by Forbes Ranked 4th by Newsweek in the list of Greenest Industrial Companies _x000D_
 _x000D_
Service Offerings _x000D_
  _x000D_
Our end-to-end service offerings include product design, analysis, prototyping & testing, embedded system design, manufacturing engineering, plant & construction engineering, asset information management and engineering process support using cutting-edge CAD / CAM / CAE technology in various domains. _x000D_
  Global footprint in US, Europe and Asia, including designated consultant in each of these geographies."
Sasken," Good work-life balance, flexible work culture, and a healthy work environment. "," Low salary, minimal hikes, and poor management in some locations.","Sasken is a pioneer in Product Engineering and Digital Transformation delivering concept-to-market and chip-to-cognition R&D solutions to customers across the semiconductor, automotive, industrial, consumer electronics, enterprise devices, satellite communications, telecom, and transportation domains. Through the last three decades, Sasken’s deep engineering capabilities and technology patents have helped transform over a hundred Fortune 500 clients and powered more than a billion digital devices from its state-of-the-art facilities in India, Finland, Germany, and Japan. Sasken has always been at the forefront of technology in the cellular modem, radio access network, and satellite domains, more recently delivering state-of-the-art solutions to its automotive Tier 1 and OEM customers in the IVI, Body Electronics, Instrument Cluster, ADAS, and Autonomous vehicles, V2X, and Telematics domains. Sasken’s investments in technology and innovation have continued to benefit its customers. Sasken has been listed on the NSE and BSE, Mumbai, India, since 2005.

Sasken’s solutions are backed by CMMI-DEV-V2.0-ML3, ISO 9001 (Quality), ISO/IEC 27001 (Information security), and ISO/IEC 27701 (Privacy) certifications. Sasken’s proprietary quality management system strengthens its business offerings and ensures client satisfaction. Sasken’s commitment to the environment, health, and safety is backed by its ISO 14001 (Environment) certification. Sasken is compliant with ISO 26262 Road Vehicles-Functional Safety standard for the Management of Functional Safety, Software Product Development, and Supporting Processes, and our Quality management systems are compliant with the Automotive SPICE standard."," Good work-life balance, flexible work culture, and a healthy work environment.   Low salary, minimal hikes, and poor management in some locations. Sasken is a pioneer in Product Engineering and Digital Transformation delivering concept-to-market and chip-to-cognition R&D solutions to customers across the semiconductor, automotive, industrial, consumer electronics, enterprise devices, satellite communications, telecom, and transportation domains. Through the last three decades, Sasken’s deep engineering capabilities and technology patents have helped transform over a hundred Fortune 500 clients and powered more than a billion digital devices from its state-of-the-art facilities in India, Finland, Germany, and Japan. Sasken has always been at the forefront of technology in the cellular modem, radio access network, and satellite domains, more recently delivering state-of-the-art solutions to its automotive Tier 1 and OEM customers in the IVI, Body Electronics, Instrument Cluster, ADAS, and Autonomous vehicles, V2X, and Telematics domains. Sasken’s investments in technology and innovation have continued to benefit its customers. Sasken has been listed on the NSE and BSE, Mumbai, India, since 2005.

Sasken’s solutions are backed by CMMI-DEV-V2.0-ML3, ISO 9001 (Quality), ISO/IEC 27001 (Information security), and ISO/IEC 27701 (Privacy) certifications. Sasken’s proprietary quality management system strengthens its business offerings and ensures client satisfaction. Sasken’s commitment to the environment, health, and safety is backed by its ISO 14001 (Environment) certification. Sasken is compliant with ISO 26262 Road Vehicles-Functional Safety standard for the Management of Functional Safety, Software Product Development, and Supporting Processes, and our Quality management systems are compliant with the Automotive SPICE standard."
Publicis Sapient," Good culture, open work environment, great learning opportunities, and competitive pay. "," Poor work-life balance, extended hours without extra pay, and weak management.","Publicis Sapient is a digital business transformation partner that helps organizations get to their future, digitally enabled state, both in the way they work and the way they serve their customers. 

But we’re not your traditional consultancy—we were born in the digital age, for the digital age. That’s why for over 30 years, the world’s biggest brands have counted on us to find innovative solutions for their most complex challenges. 

How do we do it? Through our holistic, people-first approach to digital business transformation. We work directly with our clients to elevate customer experiences, modernize their organizations and unlock value through technology and data. From ideation to implementation, we help set bold but achievable visions and empower our partners with true speed and agility.

Our work is powered by real people—over 20,000 of us. While we each bring something unique to the table, we all share a core set of values that help us live our purpose. Together, we embrace trust and flexibility, understand that “failure” isn’t a bad word, always encourage curiosity and aim for impact that improves experiences and changes lives. "," Good culture, open work environment, great learning opportunities, and competitive pay.   Poor work-life balance, extended hours without extra pay, and weak management. Publicis Sapient is a digital business transformation partner that helps organizations get to their future, digitally enabled state, both in the way they work and the way they serve their customers. 

But we’re not your traditional consultancy—we were born in the digital age, for the digital age. That’s why for over 30 years, the world’s biggest brands have counted on us to find innovative solutions for their most complex challenges. 

How do we do it? Through our holistic, people-first approach to digital business transformation. We work directly with our clients to elevate customer experiences, modernize their organizations and unlock value through technology and data. From ideation to implementation, we help set bold but achievable visions and empower our partners with true speed and agility.

Our work is powered by real people—over 20,000 of us. While we each bring something unique to the table, we all share a core set of values that help us live our purpose. Together, we embrace trust and flexibility, understand that “failure” isn’t a bad word, always encourage curiosity and aim for impact that improves experiences and changes lives. "
FIS," Good work-life balance, benefits, friendly work culture, work-from-home flexibility "," Poor management, no learning opportunities, low salary hikes, lack of training, outdated technology","FIS is a global leader in financial services technology, with a focus on retail and institutional banking, payments, asset and wealth management, risk and compliance, and outsourcing solutions. Through the depth and breadth of our solutions portfolio, global capabilities, and domain expertise, FIS serves more than 20,000 clients. Headquartered in Jacksonville, Fla., FIS employs more than 55,000 people worldwide and holds leadership positions in payment processing, financial software, and banking solutions. Providing software, services, and outsourcing of the technology that empowers the financial world, FIS is a Fortune 500 company and is a member of Standard &amp; Poor’s 500® Index. For more information about FIS, visit www.fisglobal.com."," Good work-life balance, benefits, friendly work culture, work-from-home flexibility   Poor management, no learning opportunities, low salary hikes, lack of training, outdated technology FIS is a global leader in financial services technology, with a focus on retail and institutional banking, payments, asset and wealth management, risk and compliance, and outsourcing solutions. Through the depth and breadth of our solutions portfolio, global capabilities, and domain expertise, FIS serves more than 20,000 clients. Headquartered in Jacksonville, Fla., FIS employs more than 55,000 people worldwide and holds leadership positions in payment processing, financial software, and banking solutions. Providing software, services, and outsourcing of the technology that empowers the financial world, FIS is a Fortune 500 company and is a member of Standard &amp; Poor’s 500® Index. For more information about FIS, visit www.fisglobal.com."
Fiserv," Good work-life balance, great colleagues, good benefits, flexible work, decent salary hikes "," Poor management, bad leadership, no remote work support, frequent layoffs, project backlogs","Calling all dreamers, creators, innovators, designers, coders, developers, builders and ambassadors! Find your forward at Fiserv where innovation and diversity are valued, and authentic connections and collaboration are embraced.

Fiserv is a global leader in payments and financial technology with more than 40,000 associates worldwide. We take pride in our mission to help clients achieve best-in-class results through a commitment to innovation and excellence in areas including account processing and digital solutions; card issuer processing and network services, payments; eCommerce; merchant acquiring and processing; and the Clover® cloud-based point of sale and business management platform. 

Fiserv helps our clients push the boundaries of what's possible in financial services, for a world that never powers down. We deliver deep expertise and innovative solutions to help financial institutions, businesses and consumers move and manage money faster and with greater ease than ever before.

Our Aspiration is to move money and information in a way that moves the world. Our Purpose is to deliver superior value for our clients through leading technology, targeted innovation, and excellence in everything we do. Our Values guide the way we make decisions and deliver on our commitments to our clients and each other, expressing what we care about: Earn client trust every day. Create with purpose. Inspire and achieve excellence. Do the right thing. Deliver on the promise of one Fiserv.

Find your forward at Fiserv—a global fintech invested in local human potential."," Good work-life balance, great colleagues, good benefits, flexible work, decent salary hikes   Poor management, bad leadership, no remote work support, frequent layoffs, project backlogs Calling all dreamers, creators, innovators, designers, coders, developers, builders and ambassadors! Find your forward at Fiserv where innovation and diversity are valued, and authentic connections and collaboration are embraced.

Fiserv is a global leader in payments and financial technology with more than 40,000 associates worldwide. We take pride in our mission to help clients achieve best-in-class results through a commitment to innovation and excellence in areas including account processing and digital solutions; card issuer processing and network services, payments; eCommerce; merchant acquiring and processing; and the Clover® cloud-based point of sale and business management platform. 

Fiserv helps our clients push the boundaries of what's possible in financial services, for a world that never powers down. We deliver deep expertise and innovative solutions to help financial institutions, businesses and consumers move and manage money faster and with greater ease than ever before.

Our Aspiration is to move money and information in a way that moves the world. Our Purpose is to deliver superior value for our clients through leading technology, targeted innovation, and excellence in everything we do. Our Values guide the way we make decisions and deliver on our commitments to our clients and each other, expressing what we care about: Earn client trust every day. Create with purpose. Inspire and achieve excellence. Do the right thing. Deliver on the promise of one Fiserv.

Find your forward at Fiserv—a global fintech invested in local human potential."
Intuit," Great benefits, supportive colleagues, good work-life balance, strong company values, fair pay "," Bad management, frequent layoffs, excessive middle management, unclear strategy","Intuit is the global financial technology platform that powers prosperity for the people and communities we serve. With approximately 100 million customers worldwide using products such as TurboTax, Credit Karma, QuickBooks, and Mailchimp, we believe that everyone should have the opportunity to prosper.

Our strategy is to create an AI-driven expert platform that helps solve our customers’ most important financial challenges. By digitizing the financial services industry, we’re giving people the confidence they need to make the right decisions for themselves and their families. 

Working with a day-one entrepreneurial mindset, we’re always open to new perspectives and ideas. This helps us remain nimble, encourages experimentation and open collaboration, and results in a constant stream of game-changing innovations. 

Through our culture of inclusion and belonging, you can do meaningful work with a diverse community of people who share your values and support you in doing the best work of your life. Learn more about Intuit and our career opportunities at intuit.com/careers."," Great benefits, supportive colleagues, good work-life balance, strong company values, fair pay   Bad management, frequent layoffs, excessive middle management, unclear strategy Intuit is the global financial technology platform that powers prosperity for the people and communities we serve. With approximately 100 million customers worldwide using products such as TurboTax, Credit Karma, QuickBooks, and Mailchimp, we believe that everyone should have the opportunity to prosper.

Our strategy is to create an AI-driven expert platform that helps solve our customers’ most important financial challenges. By digitizing the financial services industry, we’re giving people the confidence they need to make the right decisions for themselves and their families. 

Working with a day-one entrepreneurial mindset, we’re always open to new perspectives and ideas. This helps us remain nimble, encourages experimentation and open collaboration, and results in a constant stream of game-changing innovations. 

Through our culture of inclusion and belonging, you can do meaningful work with a diverse community of people who share your values and support you in doing the best work of your life. Learn more about Intuit and our career opportunities at intuit.com/careers."
